x,y,t
0.9912313999995233,0.5209034680858362,0.0
0.9928980666661898,1.5209034680858362,0.0
0.9945647333328566,1.0209034680858362,0.0
0.9962313999995233,0.02090346808583643,0.0
0.9978980666661899,0.7709034680858362,0.0
0.9995647333328566,1.7709034680858362,0.0
0.0012313999995232638,1.2709034680858362,0.0
0.002898066666189969,0.27090346808583643,0.0
0.004564733332856674,0.6459034680858362,0.0
0.006231399999523157,1.6459034680858362,0.0
0.007898066666189862,1.1459034680858362,0.0
0.009564733332856568,0.14590346808583643,0.0
0.011231399999523273,0.8959034680858362,0.0
0.012898066666189978,1.8959034680858362,0.0
0.014564733332856461,1.3959034680858362,0.0
0.016231399999523166,0.39590346808583643,0.0
0.01789806666618987,0.5834034680858362,0.0
0.019564733332856576,1.5834034680858362,0.0
0.02123139999952328,1.0834034680858362,0.0
0.022898066666189987,0.08340346808583643,0.0
0.02456473333285647,0.8334034680858362,0.0
0.026231399999523175,1.8334034680858362,0.0
0.02789806666618988,1.3334034680858362,0.0
0.029564733332856585,0.33340346808583643,0.0
0.03123139999952329,0.7084034680858362,0.0
0.032898066666189996,1.7084034680858362,0.0
0.03456473333285648,1.2084034680858362,0.0
0.036231399999523184,0.20840346808583643,0.0
0.03789806666618989,0.9584034680858362,0.0
0.039564733332856594,1.9584034680858362,0.0
0.0412313999995233,1.4584034680858362,0.0
0.042898066666190005,0.45840346808583643,0.0
0.04456473333285649,0.5521534680858362,0.0
0.04623139999952319,1.5521534680858362,0.0
0.0478980666661899,1.0521534680858362,0.0
0.0495647333328566,0.05215346808583643,0.0
0.05123139999952331,0.8021534680858362,0.0
0.05289806666618979,1.8021534680858362,0.0
0.054564733332856497,1.3021534680858362,0.0
0.0562313999995232,0.30215346808583643,0.0
0.05789806666618991,0.6771534680858362,0.0
0.05956473333285661,1.6771534680858362,0.0
0.06123139999952332,1.1771534680858362,0.0
0.0628980666661898,0.17715346808583643,0.0
0.0645647333328565,0.9271534680858362,0.0
0.06623139999952321,1.9271534680858362,0.0
0.06789806666618992,1.4271534680858362,0.0
0.06956473333285662,0.42715346808583643,0.0
0.07123139999952333,0.6146534680858362,0.0
0.07289806666618981,1.6146534680858362,0.0
0.07456473333285651,1.1146534680858362,0.0
0.07623139999952322,0.11465346808583643,0.0
0.07789806666618992,0.8646534680858362,0.0
0.07956473333285663,1.8646534680858362,0.0
0.08123139999952333,1.3646534680858362,0.0
0.08289806666618982,0.36465346808583643,0.0
0.08456473333285652,0.7396534680858362,0.0
0.08623139999952323,1.7396534680858362,0.0
0.08789806666618993,1.2396534680858362,0.0
0.08956473333285664,0.23965346808583643,0.0
0.09123139999952334,0.9896534680858362,0.0
0.09289806666618983,1.9896534680858362,0.0
0.09456473333285653,1.4896534680858362,0.0
0.09623139999952324,0.48965346808583643,0.0
0.09789806666618994,0.5365284680858362,0.0
0.09956473333285665,1.5365284680858362,0.0
0.10123139999952313,1.0365284680858362,0.0
0.10289806666618984,0.03652846808583643,0.0
0.10456473333285654,0.7865284680858362,0.0
0.10623139999952325,1.7865284680858362,0.0
0.10789806666618995,1.2865284680858362,0.0
0.10956473333285666,0.28652846808583643,0.0
0.11123139999952314,0.6615284680858362,0.0
0.11289806666618984,1.6615284680858362,0.0
0.11456473333285655,1.1615284680858362,0.0
0.11623139999952325,0.16152846808583643,0.0
